Drug_ID	Drug	Y
"disodium;(6r,7s)-7-[[4-(2-amino-1-carboxylato-2-oxoethylidene)-1,3-dithietane-2-carbonyl]amino]-7-methoxy-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate"	"CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21"	0
"n-phenyl-4,5-dihydro-1h-imidazol-2-amine"	"c1ccc(NC2=NCCN2)cc1"	0
"2-[4-(5-bromo-3-methylpyridin-2-yl)butylamino]-5-[(6-methylpyridin-3-yl)methyl]-1,3-diazinan-4-one"	"Cc1ccc(CC2CNC(NCCCCc3ncc(Br)cc3C)NC2=O)cn1"	0
"7-chloro-3-[5-(1,2-dihydroxypropan-2-yl)-1,2,4-oxadiazol-3-yl]-5-methyl-4h-imidazo[1,5-a][1,4]benzodiazepin-6-one"	"CN1Cc2c(-c3noc(C(C)(O)CO)n3)ncn2-c2cccc(Cl)c2C1=O"	0
"[6-hydroxy-2-(4-hydroxyphenyl)-1-benzothiophen-3-yl]-[4-(2-piperidin-1-ylethoxy)phenyl]methanone"	"O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12"	0
"3-ethoxycarbonyl-1,3-thiazolidine-4-carboxylic acid"	"CCOC(=O)N1CSCC1C(=O)O"	0
"4-[4-[bis(2-chloroethyl)amino]phenyl]butanoic acid"	"O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1"	0
"(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol"	"OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O"	0
"2-(3-fluoro-4-phenylphenyl)propanoic acid"	"CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1"	0
"n-[(z)-(2-hydroxy-3-prop-2-enylphenyl)methylideneamino]-2-[4-[(4-sulfamoylphenyl)methyl]piperazin-1-yl]acetamide"	"C=CCc1cccc(/C=N\NC(=O)CN2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)c1O"	0
"(2r,3r,4r,5r)-hexane-1,2,3,4,5,6-hexol"	"OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO"	0
"hexane-1,2,3,4,5,6-hexol"	"OCC(O)C(O)C(O)C(O)CO"	0
"n-[3-[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]phenyl]acetamide"	"CC(=O)Nc1cccc(-c2csc(N=C(N)N)n2)c1"	0
"6-(trifluoromethyl)-3-[[4-(trifluoromethyl)phenyl]methylamino]quinoxaline-2-carboxylic acid"	"O=C(O)c1nc2ccc(C(F)(F)F)cc2nc1NCc1ccc(C(F)(F)F)cc1"	0
"disodium;[6-[5-acetamido-4,6-dihydroxy-2-(sulfonatooxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl sulfate"	"CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(COS(=O)(=O)O)C(O)C(O)C2O)C1O"	0
"1-cyano-3-[3-[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]phenyl]-2-methylguanidine"	"CN=C(NC#N)Nc1cccc(-c2csc(N=C(N)N)n2)c1"	0
"2-[4-(3,4-dihydroxyphenyl)-1,3-thiazol-2-yl]guanidine"	"NC(N)=Nc1nc(-c2ccc(O)c(O)c2)cs1"	0
"n-[2-[4-[3-(ethylamino)pyridin-2-yl]piperazine-1-carbonyl]-1h-indol-5-yl]methanesulfonamide"	"CCNc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1"	0
"2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methylamino]benzoyl]amino]pentanedioic acid"	"CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1"	0
"4-amino-3-(4-chlorophenyl)butanoic acid"	"NCC(CC(=O)O)c1ccc(Cl)cc1"	0
"(5s,5ar,8ar,9r)-5-[[(2r,4ar,6r,7r,8r,8as)-7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5h-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one"	"COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O"	0
"(2s)-2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methylamino]benzoyl]amino]pentanedioic acid"	"CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"	0
"4-[(4-methylpiperazin-1-yl)methyl]-n-[4-methyl-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]phenyl]benzamide"	"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1"	0
"4-amino-1-[(2s,5s)-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one"	"Nc1ccn([C@@H]2CC[C@@H](CO)O2)c(=O)n1"	0
"(1s,2r,19r,22r,34s,37r,40r,52s)-5,32-dichloro-64-[(2s,3r,4r,5s,6r)-4,5-dihydroxy-6-(hydroxymethyl)-3-(10-methylundecanoylamino)oxan-2-yl]oxy-n-[3-(dimethylamino)propyl]-2,26,31,44,49-pentahydroxy-22-(methylamino)-21,35,38,54,56,59-hexaoxo-47-[(2r,3s,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7,13,28-trioxa-20,36,39,53,55,58-hexazaundecacyclo[38.14.2.23,6.214,17.219,34.18,12.123,27.129,33.141,45.010,37.046,51]hexahexaconta-3,5,8,10,12(64),14(63),15,17(62),23(61),24,26,29(60),30,32,41(57),42,44,46(51),47,49,65-henicosaene-52-carboxamide"	"CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O"	0
"8-chloro-1-methyl-6-phenyl-4h-[1,2,4]triazolo[4,3-a][1,4]benzodiazepin-4-ol"	"Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2O"	0
"2-(1,8-diethyl-4,9-dihydro-3h-pyrano[3,4-b]indol-1-yl)acetic acid"	"CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3"	0
"1-cyano-2-methyl-3-[2-[(4-methyl-4h-imidazol-5-yl)methylsulfanyl]ethyl]guanidine"	"CN=C(NC#N)NCCSCC1=NC=NC1C"	0
"1-cyano-2-methyl-3-[2-[(5-methyl-1h-imidazol-4-yl)methylsulfanyl]ethyl]guanidine"	"CN=C(NC#N)NCCSCc1nc[nH]c1C"	0
"10-hydroxy-2,4a,6a,6b,9,9,12a-heptamethyl-13-oxo-3,4,5,6,6a,7,8,8a,10,11,12,14b-dodecahydro-1h-picene-2-carboxylic acid"	"CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1"	0
"2-[2-ethoxy-5-(4-ethylpiperazin-1-yl)sulfonylphenyl]-5-methyl-7-propyl-3h-imidazo[5,1-f][1,2,4]triazin-4-one"	"CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12"	0
"8-(3-oxocyclopentyl)-1,3-dipropyl-7h-purine-2,6-dione"	"CCCn1c(=O)c2[nH]c(C3CCC(=O)C3)nc2n(CCC)c1=O"	0
"8-[(1s)-3-oxocyclopentyl]-1,3-dipropyl-7h-purine-2,6-dione"	"CCCn1c(=O)c2[nH]c([C@H]3CCC(=O)C3)nc2n(CCC)c1=O"	0
"methyl n-[6-(4-pyridin-2-ylpiperazine-1-carbonyl)-1h-benzimidazol-2-yl]carbamate"	"COC(=O)Nc1nc2ccc(C(=O)N3CCN(c4ccccn4)CC3)cc2[nH]1"	0
"4-[4-(4-fluorophenyl)-5-(2-methoxypyrimidin-4-yl)imidazol-1-yl]cyclohexan-1-ol"	"COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCC(O)CC2)n1"	0
"1h-imidazo[1,2-a]pyridin-4-ium-2-ylmethanamine"	"NCc1c[n+]2ccccc2[nH]1"	0
"4-aminobenzoic acid"	"Nc1ccc(C(=O)O)cc1"	0
"1,3-dimethyl-n-(2-methylphenyl)imidazolidin-2-imine"	"Cc1ccccc1N=C1N(C)CCN1C"	0
"n-(2-methylphenyl)-4,5-dihydro-1h-imidazol-2-amine"	"Cc1ccccc1NC1=NCCN1"	0
"(3r,5r)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid"	"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O"	0
"7-chloro-3-[5-(2-hydroxypropan-2-yl)-1,2,4-oxadiazol-3-yl]-5-methyl-4h-imidazo[1,5-a][1,4]benzodiazepin-6-one"	"CN1Cc2c(-c3noc(C(C)(C)O)n3)ncn2-c2cccc(Cl)c2C1=O"	0
"5,7-dichloro-4-oxo-1h-quinoline-2-carboxylic acid"	"O=C(O)c1cc(=O)c2c(Cl)cc(Cl)cc2[nH]1"	0
"9-[5-(hydroxymethyl)oxolan-2-yl]-1h-purin-6-one"	"O=c1[nH]cnc2c1ncn2C1CCC(CO)O1"	0
"4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol"	"CC(C)(C)NCC(O)c1ccc(O)c(CO)c1"	0
"5-[2-ethoxy-5-(4-methylpiperazin-1-yl)sulfonylphenyl]-1-methyl-3-propyl-6h-pyrazolo[4,3-d]pyrimidin-7-one"	"CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12"	0
"2-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethylamino]-5-(naphthalen-2-ylmethyl)-1h-pyrimidin-6-one"	"CN(C)Cc1ccc(CSCCNc2nc(=O)c(Cc3ccc4ccccc4c3)c[nH]2)o1"	0
"5-chloro-n-(4-methoxy-3-piperazin-1-ylphenyl)-3-methyl-1-benzothiophene-2-sulfonamide"	"COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1"	0
"2-[1-(4-chlorobenzoyl)-5-methoxy-2-methylindol-3-yl]acetic acid"	"COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1"	0
"n-(2,4-dimethylphenyl)-1,3-dimethylimidazolidin-2-imine"	"Cc1ccc(N=C2N(C)CCN2C)c(C)c1"	0
"n-(2,4-dimethylphenyl)-4,5-dihydro-1h-imidazol-2-amine"	"Cc1ccc(NC2=NCCN2)c(C)c1"	0
"n-(2,6-dichlorophenyl)-2-[[6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl]amino]-1,3-thiazole-5-carboxamide"	"Cc1nc(Nc2ncc(C(=O)Nc3c(Cl)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1"	0
"2-(4-chlorophenyl)-2-[2,6-dichloro-4-(3,5-dioxo-1,2,4-triazin-2-yl)phenyl]acetonitrile"	"N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl"	0
"3-[[1-(aminomethyl)cyclohexyl]methyl]-4h-1,2,4-oxadiazol-5-one"	"NCC1(Cc2noc(=O)[nH]2)CCCCC1"	0
"2-(4-phenyl-1,3-thiazol-2-yl)ethanamine"	"NCCc1nc(-c2ccccc2)cs1"	0
"4-[2-[[7-amino-2-(furan-2-yl)-[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl]amino]ethyl]phenol"	"Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12"	0
"2-[2-(2,6-dichloroanilino)phenyl]acetic acid"	"O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl"	0
"9-[(2s,5r)-5-(hydroxymethyl)oxolan-2-yl]-1h-purin-6-one"	"O=c1[nH]cnc2c1ncn2[C@@H]1CC[C@H](CO)O1"	0
"9-[(2r,5s)-5-(hydroxymethyl)oxolan-2-yl]-1h-purin-6-one"	"O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1"	0
"(8-chloro-6-phenyl-4h-[1,2,4]triazolo[4,3-a][1,4]benzodiazepin-1-yl)methanol"	"OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2"	0
"2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-2,3-dihydroindol-3-yl]acetic acid"	"COc1ccc2c(c1)C(CC(=O)O)C(C)N2C(=O)c1ccc(Cl)cc1"	0
"2-[(2s,3r)-1-(4-chlorobenzoyl)-5-methoxy-2-methyl-2,3-dihydroindol-3-yl]acetic acid"	"COc1ccc2c(c1)[C@@H](CC(=O)O)[C@H](C)N2C(=O)c1ccc(Cl)cc1"	0
"4-phenylbenzoic acid"	"O=C(O)c1ccc(-c2ccccc2)cc1"	0
"(e)-1-n'-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-1-n-methyl-2-nitroethene-1,1-diamine"	"CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1"	0
"n-[3-[5-[(dimethylamino)methyl]furan-2-yl]sulfanylpropyl]-n'-methyl-2-nitroethanimidamide"	"CN=C(C[N+](=O)[O-])NCCCSc1ccc(CN(C)C)o1"	0
"n-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-n'-methyl-2-nitroethanimidamide"	"CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1"	0
"1-n'-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-1-n-methyl-2-nitroethene-1,1-diamine"	"CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1"	0
"3-[(3s,5r,8r,9s,10s,12r,13s,14s)-3-[(2r,4s,5s,6r)-5-[(2s,4s,5s,6r)-5-[(2s,4s,5s,6r)-4,5-dihydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-12,14-dihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2h-furan-5-one"	"C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)C(C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O"	0
"4-amino-5-fluoro-1-[(2r,5s)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl]pyrimidin-2-one"	"Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F"	0
"3-[3-[5-[5-(4,5-dihydroxy-6-methyloxan-2-yl)oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-12,14-dihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2h-furan-5-one"	"CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O"	0
"4-amino-1-[5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one"	"Nc1ccn(C2CCC(CO)O2)c(=O)n1"	0
"4-amino-1-[(2r,5s)-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one"	"Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1"	0
"3-[2-(dimethylamino)ethyl]-1h-indol-5-ol"	"CN(C)CCc1c[nH]c2ccc(O)cc12"	0
"[2-acetyloxy-4-[(e)-3-oxo-3-(2-phenylethylamino)prop-1-enyl]phenyl] acetate"	"CC(=O)Oc1ccc(/C=C/C(=O)NCCc2ccccc2)cc1OC(C)=O"	0
"4-(3-amino-1h-1,2,4-triazol-5-yl)-n,n-dimethylpyridin-2-amine"	"CN(C)c1cc(-c2n[nH]c(N)n2)ccn1"	0
"2-[4-(3-aminophenyl)-1,3-thiazol-2-yl]guanidine"	"NC(N)=Nc1nc(-c2cccc(N)c2)cs1"	0
"n-[1-(cyclohexylmethyl)-2-[(5-ethoxypyridin-2-yl)methyl]benzimidazol-5-yl]-n-methylthiophene-2-sulfonamide"	"CCOc1ccc(Cc2nc3cc(N(C)S(=O)(=O)c4cccs4)ccc3n2CC2CCCCC2)nc1"	0
"[5-ethylsulfonyl-2-(oxan-4-yl)-3,4-dihydro-1h-pyrido[4,3-b]indol-8-yl]-(4-methylpiperidin-1-yl)methanone"	"CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)CC2"	0
"hexadecyl 2-(trimethylazaniumyl)ethyl phosphate"	"CCCCCCCCCCCCCCCCOP(=O)(O)OCC[N+](C)(C)C"	0
"(e)-3-[6-[(e)-1-(4-methylphenyl)-3-pyrrolidin-1-ylprop-1-enyl]pyridin-2-yl]prop-2-enoic acid"	"Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1"	0
"n-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-3-nitro-1h-pyrrol-2-amine"	"CN(C)Cc1ccc(CSCCNc2[nH]ccc2[N+](=O)[O-])o1"	0
"n-[(1-ethylpyrrolidin-2-yl)methyl]-2-methoxy-5-sulfamoylbenzamide"	"CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC"	0
"2-hydroxybenzoic acid"	"O=C(O)c1ccccc1O"	0
"1-ethyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid"	"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21"	0
"5-bromo-n-[2-hydroxy-7-(2-methylpropyl)-5,8-dioxo-4-propan-2-yl-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9-tetrahydro-4h-indolo[4,3-fg]quinoline-9-carboxamide"	"CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12"	0
"(6ar,9r)-5-bromo-n-[(1s,2s,4r,7s)-2-hydroxy-7-(2-methylpropyl)-5,8-dioxo-4-propan-2-yl-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9-tetrahydro-4h-indolo[4,3-fg]quinoline-9-carboxamide"	"CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12"	0
"2-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethylamino]-5-[(6-methylpyridin-3-yl)methyl]-1h-pyrimidin-6-one"	"Cc1ccc(Cc2cnc(NCCSCc3ccc(CN(C)C)o3)[nH]c2=O)cn1"	0
"7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one"	"O=c1cccc2n1CC1CNCC2C1"	0
"(2-butyl-1-benzofuran-3-yl)-[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone"	"CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1"	0
"2-[2-[[5-(2-aminopropan-2-yl)furan-2-yl]methylsulfanyl]ethylamino]-5-[(6-methylpyridin-3-yl)methyl]-1h-pyrimidin-6-one;trihydrochloride"	"Cc1ccc(Cc2cnc(NCCSCc3ccc(C(C)(C)N)o3)[nH]c2=O)cn1"	0
"(4s)-4-[[3-[2-(dimethylamino)ethyl]-1h-indol-5-yl]methyl]-1,3-oxazolidin-2-one"	"CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12"	0
"n-[4-[3-(tert-butylcarbamoyl)-3,4,4a,5,6,7,8,8a-octahydro-1h-isoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-(quinoline-2-carbonylamino)butanediamide"	"CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1"	0
"methyl 11-acetyloxy-12-ethyl-4-(17-ethyl-17-hydroxy-13-methoxycarbonyl-11-aza-1-azoniatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl)-8-formyl-10-hydroxy-5-methoxy-8-aza-16-azoniapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate"	"CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1"	0
"methyl (1r,9r,10s,11r,12r,19r)-11-acetyloxy-12-ethyl-4-[(13s,15s,17s)-17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-8-formyl-10-hydroxy-5-methoxy-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate"	"CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1"	0
"4-[[3-[2-(dimethylamino)ethyl]-1h-indol-5-yl]methyl]-1,3-oxazolidin-2-one"	"CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12"	0
"2-[4-[1-hydroxy-4-[4-[hydroxy(diphenyl)methyl]piperidin-1-yl]butyl]phenyl]-2-methylpropanoic acid"	"CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1"	1
