Drug_ID,Drug,Y
CHEMBL865,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,97.55
CHEMBL2207607,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CCc1nn[nH]n1,93.53
CHEMBL2029721,CN(CC(=O)NC1CC1)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,96.72
CHEMBL1962896,COc1ccc(CCC[N+](C)(CCCc2ccc(OC)cc2)CCNC(=O)c2nc(Cl)c(N)nc2N)cc1,83.68
CHEMBL2029729,CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1,96.34
CHEMBL205092,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ncccc34)sc21,68.63
CHEMBL277474,Cc1cc(=O)n(-c2ccccc2)n1C,19.35
CHEMBL2361579,Cc1cc2cc(C)c3nnc(SCC(=O)N4CCN(C(=O)c5ccco5)CC4)n3c2cc1C,97.91
CHEMBL1308362,Cc1ccc2cc(C)c3nnc(SCC(=O)N4CCN(C(=O)c5ccco5)CC4)n3c2c1,99.05
CHEMBL2110732,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,98.21
CHEMBL153064,CC(=O)c1cc2ccc(O)cc2oc1=O,98.51
CHEMBL379350,CCN(CC)c1ccc2cc(C(C)=O)c(=O)oc2c1,92.8
CHEMBL93484,CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,25.31
CHEMBL174107,CSc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,33.39
CHEMBL2152915,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)cc(C#N)c3)cc1C21N=C(C)C(N)=N1,97.91
CHEMBL2333941,C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=N1,54.02
CHEMBL1539841,Cc1nc2ccc(NS(=O)(=O)c3ccc4c(c3)OCCO4)cc2s1,99.67
CHEMBL2181753,CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)NCc1ccccc1,98.29
CHEMBL208943,O=C(c1c2ccccc2cc2ccccc12)N1CCC(N2CCC[C@@H](C(=O)N3CCOCC3)C2)CC1,93.39
CHEMBL2071614,CC(C)(O)c1ccc(Nc2nc3ccc(C#N)cc3[nH]2)cc1,92.8
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,98.94
CHEMBL1631095,NC(=O)c1cc(C(N)=O)n(-c2cccc(-c3cc(C(F)(F)F)ccc3C(F)(F)F)c2)n1,96.72
CHEMBL1916286,Cc1nn(-c2ccccc2)c(NS(=O)(=O)C2CCCCC2)c1C(=O)N[C@@H](C)C(C)(C)C,98.51
CHEMBL2180027,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,93.8
CHEMBL2180028,COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,95.63
CHEMBL1916271,CCN(C(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(-c2cnco2)cc1)C1CCCCC1,98.7
CHEMBL2098183,COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1,99.01
CHEMBL1944693,COc1ccccc1CCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,94.06
CHEMBL1807829,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3Cl)c2s1,94.06
CHEMBL1807823,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3)c2s1,52.88
CHEMBL1807827,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3)c2s1,84.3
CHEMBL1671897,COc1ccc(CC(=O)NCc2ccccc2-c2ccccc2C(=O)NCCc2cccnc2)cc1,99.34
CHEMBL2220442,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,99.52
CHEMBL70,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,20.83
CHEMBL2111112,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,37.06
CHEMBL259081,O=c1nc(NCc2ccccc2)sn1Cc1ccccc1,99.88
CHEMBL254129,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,93.24
CHEMBL787,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,99.95
CHEMBL1916537,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CC2,95.82
CHEMBL571,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,98.73
CHEMBL981,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,98.81
CHEMBL2165175,Cc1cc(-c2cc(=O)[nH]c(NCc3cccc4ccccc34)n2)ccn1,99.75
CHEMBL2164566,CCN(CCO)C(=O)c1oc2cccnc2c1-c1cccc(C(F)(F)F)c1,91.28
CHEMBL1526668,O=C(c1csc2c1CCCC2)N1CCCCC1,90.72
CHEMBL1921925,C[C@@](C(=O)O[C@H]1C[N+]2(CCCc3cc4ccccc4s3)CCC1CC2)(c1ccccc1)N1CCCCC1,99.68
CHEMBL490,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,89.91
CHEMBL2178579,O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl,99.71
CHEMBL165330,CC(O)(C(=O)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)C(F)(F)F,62.94
CHEMBL1689133,C[C@H](Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)[C@@H](C)C1)C(=O)O,97.44
CHEMBL1689126,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,97.38
CHEMBL1689127,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(F)cc1,97.13
CHEMBL1689128,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,98.13
CHEMBL190243,C[C@@H](C(=O)NCCN1CCCC1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,67.63
CHEMBL1923433,Cc1[nH]c(C(=O)NC2CCN(c3ncc(C(=O)O)s3)CC2)c(Cl)c1Cl,97.07
CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,18.64
CHEMBL1231,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,97.07
CHEMBL1630742,NCCCCCc1c[nH]c2ccc(F)cc12,64.01
CHEMBL2169920,O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1,96.87
CHEMBL256668,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,98.86
CHEMBL1957380,N#Cc1c(-c2ccc(-c3cccnc3)cc2)nc2ccncc2c1O,99.3
CHEMBL300138,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,99.83
CHEMBL1528356,Cc1ccc(S(=O)(=O)N(C)c2ccc3sc(C)nc3c2)cc1,99.26
CHEMBL2088414,O=S(=O)(Nc1ccc2sc(CO)nc2c1)c1ccc(Br)cc1,99.31
CHEMBL272705,C[C@H](CO)Nc1nc(SCc2ccco2)nc2[nH]c(=O)sc12,98.4
CHEMBL406366,O=C(O)CSCC(=O)Nc1nc(-c2ccccc2)cs1,99.03
CHEMBL82663,O=S(=O)(CCCOCCc1ccccc1)CCNCCc1ccc(O)c2nc(O)sc12,94.44
CHEMBL235789,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CCNCC2)ccc1Cl,91.28
CHEMBL2165055,CO[C@H]1CN(CCn2c(=O)ccc3ccc(C#N)cc32)CC[C@H]1NCc1ccc2c(n1)NC(=O)CO2,46.55
CHEMBL2165066,N#Cc1ccc2ccc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](F)C3)c2c1,79.55
CHEMBL2165059,CO[C@@H]1CN(CCn2c(=O)ccc3ccc(C#N)cc32)CC[C@H]1NCc1ccc2c(n1)NC(=O)CO2,72.45
CHEMBL2164742,N#Cc1ccc2ccc(=O)n(CCN3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)[C@H](O)C3)c2c1,79.17
CHEMBL1088,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,92.32
CHEMBL479,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,99.63
CHEMBL25554,COc1cccc(OC)c1OCCNCC1COc2ccccc2O1,97.6
CHEMBL219046,O=C(O)c1c(O)c(Cc2ccc(Cl)cc2)nc2c3c(ccc12)CCCC3,99.93
CHEMBL1950721,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(Cc2ccccc2)C1)C1CCCCC1,48.85
CHEMBL2057372,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2)c1,54.02
CHEMBL1198335,COc1cccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)c1,98.81
CHEMBL1092926,Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1,91.46
CHEMBL2326864,CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1,53.45
CHEMBL2164042,O=C(NCc1cccc(OC(F)(F)F)c1)C1c2ccccc2C(=O)N1CCc1ncc(F)cn1,95.53
CHEMBL2164366,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ncc(F)cn1,95.23
CHEMBL2164364,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ncccn1,91.82
CHEMBL2164045,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2cccc(O)c2C(=O)N1CCc1ncc(F)cn1,98.21
CHEMBL2164043,O=C(NCc1ccc(F)c(OC(F)(F)F)c1)C1c2ccccc2C(=O)N1CCc1ncc(F)cn1,96.79
CHEMBL2164044,O=C(NCc1ccc(F)c(C(F)(F)F)c1)C1c2ccccc2C(=O)N1CCc1ncc(F)cn1,95.23
CHEMBL1503415,O=c1cc(O)oc2c1c(=O)n(-c1ccccc1)c1ccccc21,98.17
CHEMBL493677,CC(C)(C)CCN1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1,95.53
CHEMBL2337980,CC(C)(C)NC(=O)NCCN1CCC(O)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,76.81
CHEMBL2338406,CC(C)(C)NC(=O)NCCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,89.05
CHEMBL2337981,CC(C)(C)NC(=O)NCCN1CCC(CO)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,82.05
CHEMBL1088029,COc1cc(Nc2ncc(C)s2)nc(N[C@@H](C)c2ncc(F)cn2)n1,89.7
CHEMBL1950730,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C(=O)Cc2ccccc2)C1)C1CCCCC1,62.4
CHEMBL1934413,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCC2)cc1,98.17
CHEMBL1963462,C[C@@](C(=O)OC1CC[N+](C)(C)CC1)(c1ccccc1)C1CCCC1,57.99
CHEMBL1671971,COc1cc(/C=C2\SC(=O)NC2=O)ccc1Oc1ccc(C#N)cc1C(F)(F)F,99.95
CHEMBL1322390,COc1ccc2nc(NC(=O)CCc3ccc(OC)c(OC)c3)sc2c1,99.94
CHEMBL1771,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,98.64
CHEMBL1532611,Nc1ccc(OCCc2ccccc2)cc1,96.57
CHEMBL2011112,CC(=O)N1CCN(c2nc(NC(C)(C)Cc3ccc(Cl)cc3)c3c(n2)C(=O)N(C(C)C)C3)CC1,96.79
CHEMBL47298,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,48.27
CHEMBL560993,Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O,99.36
CHEMBL914,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,62.94
CHEMBL17157,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,99.16
CHEMBL1416617,Cc1nn(-c2ccccc2)c(N)c1-c1ccccc1,98.7
CHEMBL2325635,N#Cc1cc(S(=O)(=O)Nc2ncc(Cl)s2)ccc1Oc1ccc(Cl)cc1-c1ccnn1C1CNC1,99.19
CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,46.55
CHEMBL2171169,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,71.53
CHEMBL9967,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,24.03
CHEMBL934,CC(C)(C(=O)c1cccnc1)c1cccnc1,11.18
CHEMBL1113,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,89.05
CHEMBL1289717,O=c1cc(-c2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1,83.04
CHEMBL2335866,COCCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4OC)ccc3n2)cc1,99.8
CHEMBL2335893,COCCC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,98.17
CHEMBL2335892,COCCC(=O)NC(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,98.61
CHEMBL2335504,CC(=O)N[C@@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,98.51
CHEMBL2335908,COc1cc2nc(Nc3ccc([C@@H](C)NC(C)=O)cc3)ncc2cc1-c1ccncc1,97.38
CHEMBL2335907,COc1cc(-c2ccncc2)cc2cnc(Nc3ccc([C@@H](C)NC(C)=O)cc3)nc12,96.57
CHEMBL2335864,COCCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,98.29
CHEMBL2335878,CN(C)CCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,98.89
CHEMBL2335885,COCCC(=O)N(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,97.38
CHEMBL2335881,COCCNCc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,89.7
CHEMBL2335895,CC(=O)NC(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,98.7
CHEMBL2335883,CN(C)CCNCc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,95.01
CHEMBL2335887,COCCC(=O)Nc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,98.21
CHEMBL2335889,CC(=O)Nc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,99.4
CHEMBL2335867,COCCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4C)ccc3n2)cc1,98.61
CHEMBL2335888,CC(=O)N(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,98.09
CHEMBL2335876,COCCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1C,99.6
CHEMBL2335896,CC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,97.55
CHEMBL2335911,CC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)c(C)cc3n2)cc1,98.09
CHEMBL2016681,CC(C)(C)S(=O)(=O)N[C@H]1CC[C@H](C(=O)Nc2ccc(C(F)(F)F)cn2)CC1,95.91
CHEMBL1940832,O=CNc1cc([C@@H](O)CNCCc2ccc(NC[C@H](O)c3ccccc3)cc2)ccc1O,71.53
CHEMBL451,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,97.71
CHEMBL554,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,99.74
CHEMBL1459588,CCCCCOc1ccc(C(=O)NC(C(=O)O)C(C)C)cc1,98.29
CHEMBL73048,C[C@@](O)(C(=O)Nc1ccc(S(C)(=O)=O)cc1Cl)C(F)(F)F,60.77
CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,22.79
CHEMBL112,CC(=O)Nc1ccc(O)cc1,26.64
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,72.91
CHEMBL498,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,96.0
CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,56.3
CHEMBL894,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,45.98
CHEMBL95804,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,15.1
CHEMBL814,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,75.55
CHEMBL558,Cc1cccc(C)c1OCC(C)N,36.53
CHEMBL86,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,29.9
CHEMBL132227,CC(=O)NCc1cccc(C(=O)O)c1,83.04
CHEMBL16073,CCOc1ccc(NC(C)=O)cc1,34.94
CHEMBL1241590,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,32.37
CHEMBL364714,C[C@@H](C(N)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,86.59
CHEMBL1076,COc1ccc(OC)c(C(O)CN)c1,21.99
CHEMBL1610669,CC(C)CCOc1ccc(N)cc1,93.24
CHEMBL457,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,99.77
CHEMBL1290284,COc1cc(C(=O)OCCCCNC(=N)N)cc(OC)c1O,38.14
CHEMBL1621884,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,73.36
CHEMBL782,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,98.09
CHEMBL2153435,CCNC(=O)C[C@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,93.1
CHEMBL661,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,71.05
CHEMBL646,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,85.48
CHEMBL1232461,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,75.97
CHEMBL152640,Cc1cc(C)c(C)c(Cn2ccc3c(/C=N/NC(=O)c4ccc(O)c(C#N)c4)cccc32)c1C,96.0
CHEMBL406,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,79.55
CHEMBL2335898,C[C@@H](NC(=O)C1CCCCN1C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,96.17
CHEMBL2335897,C[C@@H](NC(=O)[C@H]1CCCCN1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,95.12
CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,92.8
CHEMBL1762530,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,91.82
CHEMBL1762528,CN(c1cccc(CO)c1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,90.32
CHEMBL2158821,O=C(O)[C@@H](c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,83.37
CHEMBL2158831,O=C(O)c1ccccc1CN1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,70.1
CHEMBL2158819,O=C(O)C(c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,91.46
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,85.48
CHEMBL15023,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,92.32
CHEMBL233263,C[C@H](CO)Nc1nc(SCc2ccco2)nc2nc(N)sc12,88.35
CHEMBL2169919,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O,79.92
CHEMBL1801504,O=c1cc(Cn2c(C3CCC3)nc3nccnc32)c2ccc(F)c(F)c2[nH]1,79.92
CHEMBL2164850,O=C(Nc1cc(-c2ccncc2)c[nH]c1=O)[C@H](Cc1ccccc1)NC1(c2ccccn2)CC1,97.13
CHEMBL2152522,c1ccc([C@@H]([C@H](c2ccccc2)N2CCCCC2)N2CCCCC2)cc1,90.12
CHEMBL2152523,c1ccc([C@H]([C@@H](c2ccccc2)N2CCCCC2)N2CCCCC2)cc1,93.94
CHEMBL2312921,CCCN(c1cccc(S(C)(=O)=O)c1)P(=O)(c1ccccc1)c1ccccc1,96.79
CHEMBL2312920,CCCN(c1cccc(C#N)c1)P(=O)(c1ccccc1)c1ccccc1,99.44
CHEMBL2325642,O=S(=O)(Nc1ncns1)c1cc(F)c(Oc2ccc(Cl)cc2-c2ccnn2C2CNC2)cc1F,98.0
CHEMBL2325622,CN1CC(n2nccc2-c2cc(Cl)ccc2Oc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2F)C1,98.4
CHEMBL1698351,Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1,99.57
CHEMBL581893,COc1ccc2c(C)nc(NC(=N)N)nc2c1,78.79
CHEMBL1922054,Cc1ccc2nc(C[N+]34CCC(CC3)[C@@H](OC(=O)[C@](C)(c3ccccc3)N3CCCCC3)C4)oc2c1,92.95
CHEMBL2088413,Cc1ccc(CCNC(=O)c2ccc3sc(CO)nc3c2)cc1,97.07
CHEMBL1422,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,23.19
CHEMBL226646,Cc1nnc(-c2ccc(N3CCC(Oc4cc(F)ccc4Cl)CC3)nn2)o1,98.21
CHEMBL1779512,COC[C@@H](O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O,41.45
CHEMBL1823817,COC[C@H](O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O,58.55
CHEMBL560423,O=C(NCC1(O)CCCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,75.97
CHEMBL235392,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CC3CNCC(C2)O3)ccc1Cl,95.33
CHEMBL1628227,CN(C)CCC=C1c2ccccc2COc2ccccc21,76.39
CHEMBL860,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,78.79
CHEMBL321758,C[C@H]([C@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,31.87
CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,99.88
CHEMBL267144,CC(C)[C@H]1C(=O)N[C@H](CO)Cc2ccccc2N1C,62.94
CHEMBL2011923,CNc1c(C(N)=O)cnc2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc12,78.79
CHEMBL2011917,CNc1c(Br)cnc2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc12,98.51
CHEMBL2011924,CNc1c(Cl)cnc2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc12,98.09
CHEMBL560167,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OCCNCCCO)ncc1Cl,89.05
